"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IC.GOV.DURS.ZS","Time spent dealing with the requirements of government regulations (% of senior management time)","Time spent dealing with the requirements of government regulations is the proportion of senior managements time, in a typical week, that is spent dealing with the requirements imposed by government regulations (e.g., taxes, customs, labor regulations, licensing and registration, including dealings with officials, and completing forms).","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/).",
