"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IS.RRS.TOTL.KM","Rail lines (total route-km)","Rail lines are the length of railway route available for train service, irrespective of the number of parallel tracks.","Internation Union of Railways (UIC)",
