"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SI.SPR.PC40","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)","Mean consumption or income per capita (2011 PPP $ per day) used in calculating the growth rate in the welfare aggregate of the bottom 40% of the population in the income distribution in a country.","World Bank, Global Database of Shared Prosperity (GDSP) circa 2010-2015 (http://www.worldbank.org/en/topic/poverty/brief/global-database-of-shared-prosperity).",
