"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SE.PRM.REPT.MA.ZS","Percentage of repeaters in primary education, all grades, male (%)","Repeaters in primary school are the number of students enrolled in the same grade as in the previous year, as a percentage of all students enrolled in primary school.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
