"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IT.NET.SECR.P6","Secure Internet servers (per 1 million people)","Secure servers are servers using encryption technology in Internet transactions.","Netcraft (http://www.netcraft.com/) and World Bank population estimates.",
