"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"CM.MKT.TRNR","Stocks traded, turnover ratio of domestic shares (%)","Turnover ratio is the value of domestic shares traded divided by their market capitalization. The value is annualized by multiplying the monthly average by 12.","World Federation of Exchanges database.",
