"Data Source","World Development Indicators",

"Last Updated Date","2018-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Grenada","GRD","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","19","19","19","14","14","14","15","15","15","15","14.8",
"Greenland","GRL","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","37","36","36","36","36","36","36","26.5","26.5","26.5","26.5","26.5",
"Guam","GUM","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","37","38","27","23","19","18","18","18","18","18","18",
"High income","HIC","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.795","31.4829268292683","27.3533333333333","26.3042553191489","22.998","20.243137254902","19.5549019607843","18.4372549019608","16.0132075471698","16.0962962962963","15.35","13.9892857142857","11.3482142857143","11.2946428571429","10.6375",
"Hong Kong SAR, China","HKG","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","11","11","11","6","6","2.5","2.5","2.5","2.5","1.5","1.5","1.5",
"Honduras","HND","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","61","69","57","20","20","14","14","14","14","14","14","13","13","13",
"Heavily indebted poor countries (HIPC)","HPC","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.8965517241379","55.7058823529412","58.9594594594595","56.2236842105263","50.5131578947368","49.9473684210526","47.5","43.1842105263158","32.9210526315789","31.2236842105263","25.6447368421053","22.3552631578947","23.1282051282051","22.5384615384615","22.1153846153846",
"Croatia","HRV","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","25","22.5","22.5","22.5","15.5","15","15","15","15","12","7","7",
"Haiti","HTI","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260","202","202","202","202","224","224","134","134","134","97","97","97","97","97",
"Hungary","HUN","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","54","39","39","17","6","5","5","5","7","7","7","7","7","7",
"IBRD only","IBD","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.8854166666667","51.61","60.4745762711864","55.75","51.9666666666667","47.8","45.1916666666667","43.9333333333333","41.3","40.5573770491803","32.0179104477612","29.4089552238806","28.4835820895522","28.3850746268657","25.6985074626866",
"IDA & IBRD total","IBT","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.6989795918367","53.6462264150943","57.428","53.9724409448819","49.6968503937008","46.496062992126","43.85546875","41.234375","36.3203125","35.530534351145","29.5235714285714","26.53","25.5297872340426","25.0617021276596","23.2971631205674",
"IDA total","IDA","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.48","55.4642857142857","54.7045454545455","52.3805970149254","47.6641791044776","45.3283582089552","42.6764705882353","38.8529411764706","31.9264705882353","31.15","27.2342465753425","23.8876712328767","22.8554054054054","22.0527027027027","21.122972972973",
